# {"env_id": "KangarooNoFrameskip-v4", "t_start": 1554392753.680246} 
r,l,t
0.0,739,16047.872898
400.0,554,16054.024005
0.0,282,16057.076919
200.0,356,16060.961935
200.0,597,16067.464775
200.0,767,16075.862811
400.0,680,16083.322872
0.0,490,16088.704455
200.0,534,16094.562781
400.0,660,16101.7695
0.0,543,16107.742519
200.0,546,16113.644728
0.0,758,16121.972448
200.0,725,16129.956088
0.0,563,16136.089679
400.0,480,16141.325669
0.0,348,16145.120516
200.0,550,16151.112485
200.0,592,16157.677953
0.0,641,16164.736599
200.0,670,16172.149766
200.0,538,16178.013079
0.0,466,16183.090495
0.0,343,16186.813534
200.0,520,16192.5871
0.0,473,16197.766857
200.0,567,16204.051609
0.0,528,16209.830046
200.0,547,16215.887866
0.0,531,16221.671365
200.0,657,16228.914986
0.0,369,16232.924259
0.0,485,16238.237071
200.0,406,16242.675172
0.0,476,16248.243274
0.0,422,16253.860246
0.0,451,16259.851218
0.0,481,16266.262105
200.0,464,16272.414639
400.0,591,16280.332422
0.0,294,16284.20207
200.0,486,16290.655803
0.0,595,16298.603539
200.0,475,16304.90468
400.0,590,16312.78759
400.0,554,16320.141947
400.0,675,16329.165804
200.0,607,16337.247186
200.0,554,16344.645357
200.0,490,16351.196864
400.0,642,16359.738012
200.0,626,16368.109616
400.0,577,16375.80403
200.0,597,16383.812567
200.0,458,16389.870395
